,car_titlem,car_price,car_description,car_location
841,Hyundai Sonata,6 200 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 30 416 км, белый, металлик",Ереван
842,Hyundai Sonata,4 200 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 94 000 км, белый, литые диски, тонировка, спойлер, ветровики, противотуман...",Атырау
843,Hyundai Sonata,4 500 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 89 000 км, Учёт Армения, продажа по генеральной доверенности! Всё работает...",Актобе
844,Hyundai Sonata,3 550 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 114 000 км, вишня, металлик, литые диски, тонировка, линзованная оптика, п...",Актобе
845,Hyundai Sonata,5 500 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 71 000 км, коричневый, металлик, багажник, литые диски, обвес, спойлер, хр...",Кызылорда
846,Hyundai Sonata,5 650 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 190 000 км, черный, металлик, литые диски, тонировка, люк, хрустальная опт...",Алматы
847,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 119 998 км, хамелеон, металлик, линзованная оптика, велюр, аудиосистема, C...",Кызылорда
848,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 98 000 км, белый, металлик, литые диски, тонировка, люк, рейлинги, ксенон,...",Атырау
849,Hyundai Sonata,3 600 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 77 500 км, серый, литые диски, тонировка, ветровики, багажник, ксенон, х...",Нур-Султан (Астана)
850,Hyundai Sonata,8 000 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 78 000 км, белый, металлик, литые диски, панорамная крыша, тонировка, бага...",Алматы
851,Hyundai Sonata,4 200 000 ₸,"2013 г., седан, 2.4 л, газ, КПП автомат, 180 000 км, серый, металлик, литые диски, тонировка, линзованная оптика, прот...",Алматы
852,Hyundai Sonata,5 600 000 ₸,"2014 г., седан, 2 л, газ-бензин, КПП типтроник, 130 000 км, серебристый, металлик, литые диски, панорамная крыша, тони...",Шымкент
853,Hyundai Sonata,7 900 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 4 000 км, белый, 2019 год выпуска! Состояние нового авто! В родной краске! В...",Алматы
854,Hyundai Sonata,4 600 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 116 000 км, красный, Учет Армения. Тех паспорт от 30 декабря. Комплект зим...",Атырау
855,Hyundai Sonata,4 000 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 101 388 км, черный, металлик, Учёт Армения, в отличном состоянии",Уральск
856,Hyundai Sonata,6 600 000 ₸,"2016 г., седан, 2 л, газ, КПП автомат, 56 000 км, черный, металлик, литые диски, тонировка, багажник, противотуманки,...",Алматы
857,Hyundai Sonata,6 500 000 ₸,"2015 г., седан, 2 л, газ, КПП автомат, 67 000 км, белый, кожа, bluetooth, CD, встроенный телефон, USB, кондиционер, па...",Шымкент
858,Hyundai Sonata,3 700 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 80 000 км, черный, металлик, литые диски, тонировка, ветровики, противотум...",Уральск
859,Hyundai Sonata,10 500 000 ₸,"Срочно, торг
2019 г., седан, 2 л, газ, КПП типтроник, 4 835 км, белый, металлик, литые диски, тонировка, спойлер, обвес, биксенон,...",Шымкент
860,Hyundai Sonata,6 200 000 ₸,"2014 г., седан, 2 л, бензин, КПП типтроник, синий, металлик, литые диски, тонировка, хрустальная оптика, дневные ходов...",Атырау
861,Hyundai Sonata,6 200 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 30 416 км, белый, металлик",Ереван
862,Hyundai Sonata,4 200 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 94 000 км, белый, литые диски, тонировка, спойлер, ветровики, противотуман...",Атырау
863,Hyundai Sonata,4 500 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 89 000 км, Учёт Армения, продажа по генеральной доверенности! Всё работает...",Актобе
864,Hyundai Sonata,3 550 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 114 000 км, вишня, металлик, литые диски, тонировка, линзованная оптика, п...",Актобе
865,Hyundai Sonata,5 500 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 71 000 км, коричневый, металлик, багажник, литые диски, обвес, спойлер, хр...",Кызылорда
866,Hyundai Sonata,5 650 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 190 000 км, черный, металлик, литые диски, тонировка, люк, хрустальная опт...",Алматы
867,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 119 998 км, хамелеон, металлик, линзованная оптика, велюр, аудиосистема, C...",Кызылорда
868,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 98 000 км, белый, металлик, литые диски, тонировка, люк, рейлинги, ксенон,...",Атырау
869,Hyundai Sonata,3 600 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 77 500 км, серый, литые диски, тонировка, ветровики, багажник, ксенон, х...",Нур-Султан (Астана)
870,Hyundai Sonata,8 000 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 78 000 км, белый, металлик, литые диски, панорамная крыша, тонировка, бага...",Алматы
871,Hyundai Sonata,4 200 000 ₸,"2013 г., седан, 2.4 л, газ, КПП автомат, 180 000 км, серый, металлик, литые диски, тонировка, линзованная оптика, прот...",Алматы
872,Hyundai Sonata,5 600 000 ₸,"2014 г., седан, 2 л, газ-бензин, КПП типтроник, 130 000 км, серебристый, металлик, литые диски, панорамная крыша, тони...",Шымкент
873,Hyundai Sonata,7 900 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 4 000 км, белый, 2019 год выпуска! Состояние нового авто! В родной краске! В...",Алматы
874,Hyundai Sonata,4 600 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 116 000 км, красный, Учет Армения. Тех паспорт от 30 декабря. Комплект зим...",Атырау
875,Hyundai Sonata,4 000 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 101 388 км, черный, металлик, Учёт Армения, в отличном состоянии",Уральск
876,Hyundai Sonata,6 600 000 ₸,"2016 г., седан, 2 л, газ, КПП автомат, 56 000 км, черный, металлик, литые диски, тонировка, багажник, противотуманки,...",Алматы
877,Hyundai Sonata,6 500 000 ₸,"2015 г., седан, 2 л, газ, КПП автомат, 67 000 км, белый, кожа, bluetooth, CD, встроенный телефон, USB, кондиционер, па...",Шымкент
878,Hyundai Sonata,3 700 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 80 000 км, черный, металлик, литые диски, тонировка, ветровики, противотум...",Уральск
879,Hyundai Sonata,10 500 000 ₸,"Срочно, торг
2019 г., седан, 2 л, газ, КПП типтроник, 4 835 км, белый, металлик, литые диски, тонировка, спойлер, обвес, биксенон,...",Шымкент
880,Hyundai Sonata,6 200 000 ₸,"2014 г., седан, 2 л, бензин, КПП типтроник, синий, металлик, литые диски, тонировка, хрустальная оптика, дневные ходов...",Атырау
881,Hyundai Sonata,6 200 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 30 416 км, белый, металлик",Ереван
882,Hyundai Sonata,4 200 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 94 000 км, белый, литые диски, тонировка, спойлер, ветровики, противотуман...",Атырау
883,Hyundai Sonata,4 500 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 89 000 км, Учёт Армения, продажа по генеральной доверенности! Всё работает...",Актобе
884,Hyundai Sonata,3 550 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 114 000 км, вишня, металлик, литые диски, тонировка, линзованная оптика, п...",Актобе
885,Hyundai Sonata,5 500 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 71 000 км, коричневый, металлик, багажник, литые диски, обвес, спойлер, хр...",Кызылорда
886,Hyundai Sonata,5 650 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 190 000 км, черный, металлик, литые диски, тонировка, люк, хрустальная опт...",Алматы
887,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 119 998 км, хамелеон, металлик, линзованная оптика, велюр, аудиосистема, C...",Кызылорда
888,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 98 000 км, белый, металлик, литые диски, тонировка, люк, рейлинги, ксенон,...",Атырау
889,Hyundai Sonata,3 600 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 77 500 км, серый, литые диски, тонировка, ветровики, багажник, ксенон, х...",Нур-Султан (Астана)
890,Hyundai Sonata,8 000 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 78 000 км, белый, металлик, литые диски, панорамная крыша, тонировка, бага...",Алматы
891,Hyundai Sonata,4 200 000 ₸,"2013 г., седан, 2.4 л, газ, КПП автомат, 180 000 км, серый, металлик, литые диски, тонировка, линзованная оптика, прот...",Алматы
892,Hyundai Sonata,5 600 000 ₸,"2014 г., седан, 2 л, газ-бензин, КПП типтроник, 130 000 км, серебристый, металлик, литые диски, панорамная крыша, тони...",Шымкент
893,Hyundai Sonata,7 900 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 4 000 км, белый, 2019 год выпуска! Состояние нового авто! В родной краске! В...",Алматы
894,Hyundai Sonata,4 600 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 116 000 км, красный, Учет Армения. Тех паспорт от 30 декабря. Комплект зим...",Атырау
895,Hyundai Sonata,4 000 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 101 388 км, черный, металлик, Учёт Армения, в отличном состоянии",Уральск
896,Hyundai Sonata,6 600 000 ₸,"2016 г., седан, 2 л, газ, КПП автомат, 56 000 км, черный, металлик, литые диски, тонировка, багажник, противотуманки,...",Алматы
897,Hyundai Sonata,6 500 000 ₸,"2015 г., седан, 2 л, газ, КПП автомат, 67 000 км, белый, кожа, bluetooth, CD, встроенный телефон, USB, кондиционер, па...",Шымкент
898,Hyundai Sonata,3 700 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 80 000 км, черный, металлик, литые диски, тонировка, ветровики, противотум...",Уральск
899,Hyundai Sonata,10 500 000 ₸,"Срочно, торг
2019 г., седан, 2 л, газ, КПП типтроник, 4 835 км, белый, металлик, литые диски, тонировка, спойлер, обвес, биксенон,...",Шымкент
900,Hyundai Sonata,6 200 000 ₸,"2014 г., седан, 2 л, бензин, КПП типтроник, синий, металлик, литые диски, тонировка, хрустальная оптика, дневные ходов...",Атырау
901,Hyundai Sonata,6 200 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 30 416 км, белый, металлик",Ереван
902,Hyundai Sonata,4 200 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 94 000 км, белый, литые диски, тонировка, спойлер, ветровики, противотуман...",Атырау
903,Hyundai Sonata,4 500 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 89 000 км, Учёт Армения, продажа по генеральной доверенности! Всё работает...",Актобе
904,Hyundai Sonata,3 550 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 114 000 км, вишня, металлик, литые диски, тонировка, линзованная оптика, п...",Актобе
905,Hyundai Sonata,5 500 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 71 000 км, коричневый, металлик, багажник, литые диски, обвес, спойлер, хр...",Кызылорда
906,Hyundai Sonata,5 650 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 190 000 км, черный, металлик, литые диски, тонировка, люк, хрустальная опт...",Алматы
907,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 119 998 км, хамелеон, металлик, линзованная оптика, велюр, аудиосистема, C...",Кызылорда
908,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 98 000 км, белый, металлик, литые диски, тонировка, люк, рейлинги, ксенон,...",Атырау
909,Hyundai Sonata,3 600 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 77 500 км, серый, литые диски, тонировка, ветровики, багажник, ксенон, х...",Нур-Султан (Астана)
910,Hyundai Sonata,8 000 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 78 000 км, белый, металлик, литые диски, панорамная крыша, тонировка, бага...",Алматы
911,Hyundai Sonata,4 200 000 ₸,"2013 г., седан, 2.4 л, газ, КПП автомат, 180 000 км, серый, металлик, литые диски, тонировка, линзованная оптика, прот...",Алматы
912,Hyundai Sonata,5 600 000 ₸,"2014 г., седан, 2 л, газ-бензин, КПП типтроник, 130 000 км, серебристый, металлик, литые диски, панорамная крыша, тони...",Шымкент
913,Hyundai Sonata,7 900 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 4 000 км, белый, 2019 год выпуска! Состояние нового авто! В родной краске! В...",Алматы
914,Hyundai Sonata,4 600 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 116 000 км, красный, Учет Армения. Тех паспорт от 30 декабря. Комплект зим...",Атырау
915,Hyundai Sonata,4 000 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 101 388 км, черный, металлик, Учёт Армения, в отличном состоянии",Уральск
916,Hyundai Sonata,6 600 000 ₸,"2016 г., седан, 2 л, газ, КПП автомат, 56 000 км, черный, металлик, литые диски, тонировка, багажник, противотуманки,...",Алматы
917,Hyundai Sonata,6 500 000 ₸,"2015 г., седан, 2 л, газ, КПП автомат, 67 000 км, белый, кожа, bluetooth, CD, встроенный телефон, USB, кондиционер, па...",Шымкент
918,Hyundai Sonata,3 700 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 80 000 км, черный, металлик, литые диски, тонировка, ветровики, противотум...",Уральск
919,Hyundai Sonata,10 500 000 ₸,"Срочно, торг
2019 г., седан, 2 л, газ, КПП типтроник, 4 835 км, белый, металлик, литые диски, тонировка, спойлер, обвес, биксенон,...",Шымкент
920,Hyundai Sonata,6 200 000 ₸,"2014 г., седан, 2 л, бензин, КПП типтроник, синий, металлик, литые диски, тонировка, хрустальная оптика, дневные ходов...",Атырау
921,Hyundai Sonata,6 200 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 30 416 км, белый, металлик",Ереван
922,Hyundai Sonata,4 200 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 94 000 км, белый, литые диски, тонировка, спойлер, ветровики, противотуман...",Атырау
923,Hyundai Sonata,4 500 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 89 000 км, Учёт Армения, продажа по генеральной доверенности! Всё работает...",Актобе
924,Hyundai Sonata,3 550 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 114 000 км, вишня, металлик, литые диски, тонировка, линзованная оптика, п...",Актобе
925,Hyundai Sonata,5 500 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 71 000 км, коричневый, металлик, багажник, литые диски, обвес, спойлер, хр...",Кызылорда
926,Hyundai Sonata,5 650 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 190 000 км, черный, металлик, литые диски, тонировка, люк, хрустальная опт...",Алматы
927,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 119 998 км, хамелеон, металлик, линзованная оптика, велюр, аудиосистема, C...",Кызылорда
928,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 98 000 км, белый, металлик, литые диски, тонировка, люк, рейлинги, ксенон,...",Атырау
929,Hyundai Sonata,3 600 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 77 500 км, серый, литые диски, тонировка, ветровики, багажник, ксенон, х...",Нур-Султан (Астана)
930,Hyundai Sonata,8 000 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 78 000 км, белый, металлик, литые диски, панорамная крыша, тонировка, бага...",Алматы
931,Hyundai Sonata,4 200 000 ₸,"2013 г., седан, 2.4 л, газ, КПП автомат, 180 000 км, серый, металлик, литые диски, тонировка, линзованная оптика, прот...",Алматы
932,Hyundai Sonata,5 600 000 ₸,"2014 г., седан, 2 л, газ-бензин, КПП типтроник, 130 000 км, серебристый, металлик, литые диски, панорамная крыша, тони...",Шымкент
933,Hyundai Sonata,7 900 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 4 000 км, белый, 2019 год выпуска! Состояние нового авто! В родной краске! В...",Алматы
934,Hyundai Sonata,4 600 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 116 000 км, красный, Учет Армения. Тех паспорт от 30 декабря. Комплект зим...",Атырау
935,Hyundai Sonata,4 000 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 101 388 км, черный, металлик, Учёт Армения, в отличном состоянии",Уральск
936,Hyundai Sonata,6 600 000 ₸,"2016 г., седан, 2 л, газ, КПП автомат, 56 000 км, черный, металлик, литые диски, тонировка, багажник, противотуманки,...",Алматы
937,Hyundai Sonata,6 500 000 ₸,"2015 г., седан, 2 л, газ, КПП автомат, 67 000 км, белый, кожа, bluetooth, CD, встроенный телефон, USB, кондиционер, па...",Шымкент
938,Hyundai Sonata,3 700 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 80 000 км, черный, металлик, литые диски, тонировка, ветровики, противотум...",Уральск
939,Hyundai Sonata,10 500 000 ₸,"Срочно, торг
2019 г., седан, 2 л, газ, КПП типтроник, 4 835 км, белый, металлик, литые диски, тонировка, спойлер, обвес, биксенон,...",Шымкент
940,Hyundai Sonata,6 200 000 ₸,"2014 г., седан, 2 л, бензин, КПП типтроник, синий, металлик, литые диски, тонировка, хрустальная оптика, дневные ходов...",Атырау
941,Hyundai Sonata,6 200 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 30 416 км, белый, металлик",Ереван
942,Hyundai Sonata,4 200 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 94 000 км, белый, литые диски, тонировка, спойлер, ветровики, противотуман...",Атырау
943,Hyundai Sonata,4 500 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 89 000 км, Учёт Армения, продажа по генеральной доверенности! Всё работает...",Актобе
944,Hyundai Sonata,3 550 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 114 000 км, вишня, металлик, литые диски, тонировка, линзованная оптика, п...",Актобе
945,Hyundai Sonata,5 500 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 71 000 км, коричневый, металлик, багажник, литые диски, обвес, спойлер, хр...",Кызылорда
946,Hyundai Sonata,5 650 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 190 000 км, черный, металлик, литые диски, тонировка, люк, хрустальная опт...",Алматы
947,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 119 998 км, хамелеон, металлик, линзованная оптика, велюр, аудиосистема, C...",Кызылорда
948,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 98 000 км, белый, металлик, литые диски, тонировка, люк, рейлинги, ксенон,...",Атырау
949,Hyundai Sonata,3 600 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 77 500 км, серый, литые диски, тонировка, ветровики, багажник, ксенон, х...",Нур-Султан (Астана)
950,Hyundai Sonata,8 000 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 78 000 км, белый, металлик, литые диски, панорамная крыша, тонировка, бага...",Алматы
951,Hyundai Sonata,4 200 000 ₸,"2013 г., седан, 2.4 л, газ, КПП автомат, 180 000 км, серый, металлик, литые диски, тонировка, линзованная оптика, прот...",Алматы
952,Hyundai Sonata,5 600 000 ₸,"2014 г., седан, 2 л, газ-бензин, КПП типтроник, 130 000 км, серебристый, металлик, литые диски, панорамная крыша, тони...",Шымкент
953,Hyundai Sonata,7 900 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 4 000 км, белый, 2019 год выпуска! Состояние нового авто! В родной краске! В...",Алматы
954,Hyundai Sonata,4 600 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 116 000 км, красный, Учет Армения. Тех паспорт от 30 декабря. Комплект зим...",Атырау
955,Hyundai Sonata,4 000 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 101 388 км, черный, металлик, Учёт Армения, в отличном состоянии",Уральск
956,Hyundai Sonata,6 600 000 ₸,"2016 г., седан, 2 л, газ, КПП автомат, 56 000 км, черный, металлик, литые диски, тонировка, багажник, противотуманки,...",Алматы
957,Hyundai Sonata,6 500 000 ₸,"2015 г., седан, 2 л, газ, КПП автомат, 67 000 км, белый, кожа, bluetooth, CD, встроенный телефон, USB, кондиционер, па...",Шымкент
958,Hyundai Sonata,3 700 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 80 000 км, черный, металлик, литые диски, тонировка, ветровики, противотум...",Уральск
959,Hyundai Sonata,10 500 000 ₸,"Срочно, торг
2019 г., седан, 2 л, газ, КПП типтроник, 4 835 км, белый, металлик, литые диски, тонировка, спойлер, обвес, биксенон,...",Шымкент
960,Hyundai Sonata,6 200 000 ₸,"2014 г., седан, 2 л, бензин, КПП типтроник, синий, металлик, литые диски, тонировка, хрустальная оптика, дневные ходов...",Атырау
961,Hyundai Sonata,6 200 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 30 416 км, белый, металлик",Ереван
962,Hyundai Sonata,4 200 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 94 000 км, белый, литые диски, тонировка, спойлер, ветровики, противотуман...",Атырау
963,Hyundai Sonata,4 500 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 89 000 км, Учёт Армения, продажа по генеральной доверенности! Всё работает...",Актобе
964,Hyundai Sonata,3 550 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 114 000 км, вишня, металлик, литые диски, тонировка, линзованная оптика, п...",Актобе
965,Hyundai Sonata,5 500 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 71 000 км, коричневый, металлик, багажник, литые диски, обвес, спойлер, хр...",Кызылорда
966,Hyundai Sonata,5 650 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 190 000 км, черный, металлик, литые диски, тонировка, люк, хрустальная опт...",Алматы
967,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 119 998 км, хамелеон, металлик, линзованная оптика, велюр, аудиосистема, C...",Кызылорда
968,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 98 000 км, белый, металлик, литые диски, тонировка, люк, рейлинги, ксенон,...",Атырау
969,Hyundai Sonata,3 600 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 77 500 км, серый, литые диски, тонировка, ветровики, багажник, ксенон, х...",Нур-Султан (Астана)
970,Hyundai Sonata,8 000 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 78 000 км, белый, металлик, литые диски, панорамная крыша, тонировка, бага...",Алматы
971,Hyundai Sonata,4 200 000 ₸,"2013 г., седан, 2.4 л, газ, КПП автомат, 180 000 км, серый, металлик, литые диски, тонировка, линзованная оптика, прот...",Алматы
972,Hyundai Sonata,5 600 000 ₸,"2014 г., седан, 2 л, газ-бензин, КПП типтроник, 130 000 км, серебристый, металлик, литые диски, панорамная крыша, тони...",Шымкент
973,Hyundai Sonata,7 900 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 4 000 км, белый, 2019 год выпуска! Состояние нового авто! В родной краске! В...",Алматы
974,Hyundai Sonata,4 600 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 116 000 км, красный, Учет Армения. Тех паспорт от 30 декабря. Комплект зим...",Атырау
975,Hyundai Sonata,4 000 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 101 388 км, черный, металлик, Учёт Армения, в отличном состоянии",Уральск
976,Hyundai Sonata,6 600 000 ₸,"2016 г., седан, 2 л, газ, КПП автомат, 56 000 км, черный, металлик, литые диски, тонировка, багажник, противотуманки,...",Алматы
977,Hyundai Sonata,6 500 000 ₸,"2015 г., седан, 2 л, газ, КПП автомат, 67 000 км, белый, кожа, bluetooth, CD, встроенный телефон, USB, кондиционер, па...",Шымкент
978,Hyundai Sonata,3 700 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 80 000 км, черный, металлик, литые диски, тонировка, ветровики, противотум...",Уральск
979,Hyundai Sonata,10 500 000 ₸,"Срочно, торг
2019 г., седан, 2 л, газ, КПП типтроник, 4 835 км, белый, металлик, литые диски, тонировка, спойлер, обвес, биксенон,...",Шымкент
980,Hyundai Sonata,6 200 000 ₸,"2014 г., седан, 2 л, бензин, КПП типтроник, синий, металлик, литые диски, тонировка, хрустальная оптика, дневные ходов...",Атырау
981,Hyundai Sonata,6 200 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 30 416 км, белый, металлик",Ереван
982,Hyundai Sonata,4 200 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 94 000 км, белый, литые диски, тонировка, спойлер, ветровики, противотуман...",Атырау
983,Hyundai Sonata,4 500 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 89 000 км, Учёт Армения, продажа по генеральной доверенности! Всё работает...",Актобе
984,Hyundai Sonata,3 550 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 114 000 км, вишня, металлик, литые диски, тонировка, линзованная оптика, п...",Актобе
985,Hyundai Sonata,5 500 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 71 000 км, коричневый, металлик, багажник, литые диски, обвес, спойлер, хр...",Кызылорда
986,Hyundai Sonata,5 650 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 190 000 км, черный, металлик, литые диски, тонировка, люк, хрустальная опт...",Алматы
987,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 119 998 км, хамелеон, металлик, линзованная оптика, велюр, аудиосистема, C...",Кызылорда
988,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 98 000 км, белый, металлик, литые диски, тонировка, люк, рейлинги, ксенон,...",Атырау
989,Hyundai Sonata,3 600 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 77 500 км, серый, литые диски, тонировка, ветровики, багажник, ксенон, х...",Нур-Султан (Астана)
990,Hyundai Sonata,8 000 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 78 000 км, белый, металлик, литые диски, панорамная крыша, тонировка, бага...",Алматы
991,Hyundai Sonata,4 200 000 ₸,"2013 г., седан, 2.4 л, газ, КПП автомат, 180 000 км, серый, металлик, литые диски, тонировка, линзованная оптика, прот...",Алматы
992,Hyundai Sonata,5 600 000 ₸,"2014 г., седан, 2 л, газ-бензин, КПП типтроник, 130 000 км, серебристый, металлик, литые диски, панорамная крыша, тони...",Шымкент
993,Hyundai Sonata,7 900 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 4 000 км, белый, 2019 год выпуска! Состояние нового авто! В родной краске! В...",Алматы
994,Hyundai Sonata,4 600 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 116 000 км, красный, Учет Армения. Тех паспорт от 30 декабря. Комплект зим...",Атырау
